# This file was automatically generated:
#	Running: extract-unihan.exe -keyword kCangjie unihan.txt
#	When:              Sun Aug 26 02:35:38 2007
#	Program's author:  Hoc D. Ngo (trichlor@trichlor.org, hoc96@yahoo.com)
#
# Info on original database file:
#
#	@.Master database name: Unihan database
#	@.Unicode version: 5.0.0
#	@.Table version: 1.1
#	@.Date: 7 July 2006
#	@.Info:  http://www.unicode.org/charts/unihan.html
#	@.Download:  ftp://ftp.unicode.org/Public/UNIDATA/unihan.zip
#
# The first column is Unicode codepoint in hexadecimal digits (i.e., U+xxxx)
###############################################################################
U+3400	TM
U+93CD	CWVF
U+93CE	CWTJ
U+93CF	CQJM
U+93D0	CSMH
U+93D1	CYCB
U+93D2	CIIH
U+93D3	CHWP
U+93D4	CJMC
U+93D5	CIXP
U+93D6	IPC
U+93D7	CSEG
U+93D8	CVMI
U+93D9	CUOG
U+93DA	CIHF
U+93DB	CFBB
U+93DC	CFBG
U+93DD	CAWE
U+93DE	CILB
U+93DF	CYHM
U+93E0	CYHJ
U+93E1	CYTU
U+93E2	CMWF
U+93E3	CITF
U+93E4	CLWV
U+93E5	CJOA
U+93E6	CHOO
U+93E7	GEC
U+93E8	JLC
U+93E9	CJJL
U+93EA	CTWA
U+93EB	CHND
U+93EC	CYPD
U+93ED	CHDP
U+93EE	CILE
U+93EF	CKKK
U+93F0	CUBB
U+93F1	CYTJ
U+93F2	CYVQ
U+93F3	CCWA
U+93F4	CRMR
U+93F5	CTMJ
U+93F6	COGD
U+93F7	CTCO
U+93F8	CJIP
U+93F9	CNII
U+93FA	CNOE
U+93FB	CFDQ
U+93FC	CHDB
U+93FD	CLX
U+93FE	CTBK
U+93FF	CFBD
U+9400	CLMC
U+9401	CTCL
U+9402	CMLW
U+9403	CGGU
U+9404	CTMC
U+9405	FKC
U+9406	NOC
U+9407	CHDW
U+9408	CHKB
U+9409	CRUC
U+940A	CNLH
U+940B	CEAH
U+940C	CNAO
U+940D	CNHB
U+940E	COGF
U+940F	CTWI
U+9410	CKCF
U+9411	CVFR
U+9412	CFFS
U+9413	CYDK
U+9414	CMWJ
U+9415	CMUA
U+9416	CVII
U+9417	CANB
U+9418	CYTG
U+9419	CNOT
U+941A	CMMP
U+941B	CAYF
U+941C	YKC
U+941D	CMTO
U+941E	CSMI
U+941F	CQOA
U+9420	CTCA
U+9421	CJIT
U+9422	DDC
U+9423	CFBQ
U+9424	CBUL
U+9425	CTGR
U+9426	CANT
U+9427	CANA
U+9428	CLNC
U+9429	CYTO
U+942A	CYPS
U+942B	COGS
U+942C	CYMH
U+942D	CHBK
U+942E	CITC
U+942F	CTJA
U+9430	CRRD
U+9431	COMO
U+9432	CWLI
U+9433	CMBW
U+9434	CSRJ
U+9435	CJIG
U+9436	CWLV
U+9437	CTPD
U+9438	CWLJ
U+9439	CYBB
U+943A	CFBW
U+943B	CYPO
U+943C	CJTC
U+943D	CYGQ
U+943E	SJC
U+943F	CYTP
U+9440	CBBE
U+9441	XCUCE
U+9442	CHGF
U+9443	CSMG
U+9444	CGNI
U+9445	CFFD
U+9446	CTGI
U+9447	CYX
U+9448	CMFB
U+9449	CTGT
U+944A	CTOE
U+944B	JMC
U+944C	CJMC
U+944D	BCC
U+944E	CSLC
U+944F	CJPN
U+9450	CMBB
U+9451	CSIT
U+9452	SWC
U+9453	CYLR
U+9454	CJBF
U+9455	CHLC
U+9456	XCTWI
U+9457	CHHE
U+9458	CWWW
U+9459	CHUA
U+945A	CQOC
U+945B	CITC
U+945C	XCFBC
U+945D	CTYJ
U+945E	CVVV
U+945F	CGWC
U+9460	CVID
U+9461	CYMU
U+9462	CYPP
U+9463	CIPF
U+9464	CATE
U+9465	CNWA
U+9466	CSEC
U+9467	CJTI
U+9468	CYBP
U+9469	CMGR
U+946A	CYPT
U+946B	CCC
U+946C	CSIU
U+946D	CANW
U+946E	CTEI
U+946F	COIM
U+9470	COMB
U+9471	CNRI
U+9472	CYRV
U+9473	CJTO
U+9474	CUOB
U+9475	CTRG
U+9476	CTIS
U+9477	CSJJ
U+9478	CWWG
U+9479	CJCV
U+947A	CBUG
U+947B	CDDQ
U+947C	CWLG
U+947D	CHUC
U+947E	VFC
U+947F	TEC
U+9480	CYBK
U+9481	CBUE
U+9482	CFBF
U+9483	CSYI
U+9484	CTAW
U+9485	OMJV
U+9486	XCU
U+9487	XCN
U+9488	XCJ
U+9489	XCMN
U+948A	XCLN
U+948B	XCY
U+948C	XCNN
U+948D	XCG
U+948E	XCHJ
U+948F	XCLLL
U+9490	XCHHH
U+9491	XCNHE
U+9492	XCHNI
U+9493	XCPI
U+9494	CLS
U+9495	XCV
U+9496	CNSH
U+9497	XCEI
U+9498	XCMT
U+9499	XCMYS
U+949A	XCMF
U+949B	XXCKI
U+949C	XCSS
U+949D	XCPU
U+949E	XCFH
U+949F	OVL
U+94A0	XCOB
U+94A1	CBO
U+94A2	OVBK
U+94A3	XCHE
U+94A4	XCOIN
U+94A5	XCB
U+94A6	XCNO
U+94A7	XCPIM
U+94A8	CPVM
U+94A9	XXXCP
U+94AA	XCYHN
U+94AB	XCYHS
U+94AC	XCF
U+94AD	XCYJ
U+94AE	XCNG
U+94AF	XCAU
U+94B0	XCMGI
U+94B1	CIJ
U+94B2	XCMYM
U+94B3	XCTM
U+94B4	XCJR
U+94B5	XCDM
U+94B6	XCMNR
U+94B7	XCSR
U+94B8	XCKLB
U+94B9	XCIKE
U+94BA	XCIV
U+94BB	XCYR
U+94BC	XCBU
U+94BD	XCAM
U+94BE	XCWL
U+94BF	XCW
U+94C0	XCLW
U+94C1	OVHQO
U+94C2	XCHA
U+94C3	OVOII
U+94C4	CHVD
U+94C5	XCHNR
U+94C6	XCHHL
U+94C7	XCPRU
U+94C8	XCYLB
U+94C9	XCYVI
U+94CA	XCJP
U+94CB	XCPH
U+94CC	XCSP
U+94CD	XCDHE
U+94CE	CEQ
U+94CF	XCMTN
U+94D0	XCJKS
U+94D1	XCJKP
U+94D2	XCSJ
U+94D3	XCTYV
U+94D4	CMTC
U+94D5	XCKB
U+94D6	XCIHS
U+94D7	CKT
U+94D8	XCMHL
U+94D9	CJPU
U+94DA	XCMIG
U+94DB	CFSM
U+94DC	OVBMR
U+94DD	XCRR
U+94DE	XCRLB
U+94DF	XCWK
U+94E0	CUSU
U+94E1	CBON
U+94E2	XCHJD
U+94E3	XCHGU
U+94E4	XCNKG
U+94E5	XCHGI
U+94E6	XCHJR
U+94E7	COPJ
U+94E8	XCOMG
U+94E9	CKD
U+94EA	XCOMR
U+94EB	XCLMO
U+94EC	XCHER
U+94ED	XCNIR
U+94EE	XCNSD
U+94EF	XCNAU
U+94F0	XCYCK
U+94F1	XCYHV
U+94F2	CYTH
U+94F3	XXXCY
U+94F4	CENH
U+94F5	XCJV
U+94F6	OVAV
U+94F7	XCVR
U+94F8	XCQKI
U+94F9	CTBS
U+94FA	XCIJB
U+94FB	XCMMR
U+94FC	CDT
U+94FD	XCIPP
U+94FE	CYKQ
U+94FF	CLEG
U+9500	XCFB
U+9501	CFBO
U+9502	XCWG
U+9503	XCRMG
U+9504	XCBMS
U+9505	CROB
U+9506	XCHGR
U+9507	XCHQI
U+9508	XCHDS
U+9509	XCOOG
U+950A	XCBDI
U+950B	XCHEJ
U+950C	XCYTJ
U+950D	XCYIU
U+950E	CLST
U+950F	CLSA
U+9510	XCCRU
U+9511	XCCNH
U+9512	XCIAV
U+9513	XCSME
U+9514	XCSSR
U+9515	XCNLR
U+9516	XCQMB
U+9517	XCJKA
U+9518	XCTKR
U+9519	XCTA
U+951A	XCTW
U+951B	XCKJT
U+951C	XCKMR
U+951D	XCAMI
U+951E	XCWD
U+951F	XCAPP
U+9520	XCAA
U+9521	XCAPH
U+9522	XCWJR
U+9523	CWLN
U+9524	XCHJM
U+9525	XCOG
U+9526	XCHAB
U+9527	CHJO
U+9528	XXCHL
U+9529	XCFQU
U+952A	XCPHP
U+952B	XCYTR
U+952C	XCFF
U+952D	OVJMO
U+952E	XCNKQ
U+952F	XCSJR
U+9530	XCNDT
U+9531	XCVVW
U+9532	XCQHK
U+9533	XCTLK
U+9534	XCPPA
U+9535	XCLMI
U+9536	XCWP
U+9537	XCRRS
U+9538	XCHJX
U+9539	XCHDF
U+953A	XCHJG
U+953B	XCHJE
U+953C	XCHXE
U+953D	XCHAG
U+953E	XCBME
U+953F	XXXCY
U+9540	XCITE
U+9541	XCTGK
U+9542	CFDV
U+9543	XCTVI
U+9544	CLNO
U+9545	XCAHU
U+9546	XCTAK
U+9547	OVJBC
U+9548	XCIBI
U+9549	XCMRB
U+954A	XCSJE
U+954B	XCFBU
U+954C	XXCOG
U+954D	XCHUD
U+954E	XCORQ
U+954F	XCHHW
U+9550	XCYRB
U+9551	XCYBS
U+9552	XCTCT
U+9553	XXXCJ
U+9554	CJOC
U+9555	XCJCR
U+9556	XCMWF
U+9557	XCFBG
U+9558	XCAWE
U+9559	XCWVF
U+955A	XCUBB
U+955B	XCILB
U+955C	XCYTU
U+955D	XCYCB
U+955E	XCYSK
U+955F	XCYSO
U+9560	XCSMH
U+9561	XCMWJ
U+9562	XCMTO
U+9563	XCKCF
U+9564	XCTCO
U+9565	XCNWA
U+9566	XCYDK
U+9567	CLSW
U+9568	XCTCA
U+9569	CJCL
U+956A	XXXCN
U+956B	XCNOT
U+956C	XCTOE
U+956D	XCMBW
U+956E	XCWLV
U+956F	XCWLI
U+9570	XCITC
U+9571	XCYTP
U+9572	XXCJB
U+9573	XCIPF
U+9574	XCVVV
U+9575	XCNRI
U+9576	XCYRV
U+9577	SMV
U+9578	SMI
U+9579	SINO
U+957A	SIHK
U+957B	SIHQO
U+957C	SISUU
U+957D	SIKCF
U+957E	SIMFB
U+957F	LHMO
U+9580	AN
U+9581	ANH
U+9582	ANM
U+9583	ANO
U+9584	XXANO
U+9585	ANMN
U+9586	ANMMM
U+9587	ANMY
U+9588	ANMJ
U+9589	ANDH
U+958A	ANU
U+958B	ANMT
U+958C	ANYHN
U+958D	ANYHS
U+958E	ANKI
U+958F	ANMG
U+9590	ANHQU
U+9591	AND
U+9592	ANB
U+9593	ANA
U+9594	ANYK
U+9595	ANMVH
U+9596	ANE
U+9597	ANYJ
U+9598	ANWL
U+9599	ANYLB
U+959A	ANYT
U+959B	ANMFJ
U+959C	ANMNR
U+959D	ANOII
U+959E	ANIT
U+959F	ANPH
U+95A0	ANMGI
U+95A1	ANYVO
U+95A2	ANTK
U+95A3	ANHER
U+95A4	ANOMR
U+95A5	ANOI
U+95A6	ANOOO
U+95A7	ANTC
U+95A8	ANGG
U+95A9	ANLMI
U+95AA	ANMCW
U+95AB	ANWD
U+95AC	ANIAV
U+95AD	ANRHR
U+95AE	ANNKG
U+95AF	ANEFH
U+95B0	ANHX
U+95B1	ANCRU
U+95B2	XANCR
U+95B3	ANJWJ
U+95B4	ANBUC
U+95B5	ANOG
U+95B6	ANAA
U+95B7	KCANO
U+95B8	ANMLM
U+95B9	ANKLU
U+95BA	ANAYK
U+95BB	ANNHX
U+95BC	ANYSY
U+95BD	ANHPA
U+95BE	ANIRM
U+95BF	ANBBE
U+95C0	ANTCU
U+95C1	ANAN
U+95C2	ANFQU
U+95C3	ANBUK
U+95C4	ANMWV
U+95C5	ANBUE
U+95C6	ANRRR
U+95C7	ANYTA
U+95C8	ANDMQ
U+95C9	ANMWG
U+95CA	ANEHR
U+95CB	ANNOK
U+95CC	ANDWF
U+95CD	ANJKA
U+95CE	ANHAE
U+95CF	ANHNI
U+95D0	ANJBC
U+95D1	ANHUD
U+95D2	ANASM
U+95D3	ANUMT
U+95D4	ANGIT
U+95D5	ANTUO
U+95D6	ANSQF
U+95D7	ANVIF
U+95D8	ANMTI
U+95D9	ANIRK
U+95DA	ANQOU
U+95DB	ANFBG
U+95DC	ANVIT
U+95DD	ANBCK
U+95DE	ANMJK
U+95DF	ANOMM
U+95E0	ANLMC
U+95E1	ANRRJ
U+95E2	ANSRJ
U+95E3	ANFBW
U+95E4	ANWLV
U+95E5	ANYGQ
U+95E6	ANTWT
U+95E7	ANYGV
U+95E8	ILS
U+95E9	LSM
U+95EA	LSO
U+95EB	LSMMM
U+95EC	LSMJ
U+95ED	LSDH
U+95EE	LSR
U+95EF	LSNVM
U+95F0	LSMG
U+95F1	LSQS
U+95F2	LSD
U+95F3	LSKI
U+95F4	ISA
U+95F5	LSYK
U+95F6	LSYHN
U+95F7	LSP
U+95F8	LSWL
U+95F9	LSYLB
U+95FA	LSGG
U+95FB	LSSJ
U+95FC	XLSYK
U+95FD	LSLMI
U+95FE	LSRR
U+95FF	LSUSU
U+9600	LSOI
U+9601	LSHER
U+9602	LSYVO
U+9603	LSWD
U+9604	LSNWU
U+9605	LSCRU
U+9606	LSIAV
U+9607	LSJKA
U+9608	LSIRM
U+9609	LSKLU
U+960A	LSAA
U+960B	LSHXU
U+960C	LSBBE
U+960D	LSHPA
U+960E	LSNHX
U+960F	LSYSY
U+9610	LSCWJ
U+9611	LSDWF
U+9612	LSBUK
U+9613	LSLMO
U+9614	LSEHR
U+9615	LSNOK
U+9616	LSGIT
U+9617	LSJBC
U+9618	LSASM
U+9619	LSTUO
U+961A	LSNJK
U+961B	LSWLV
U+961C	HRJ
U+961D	NL
U+961E	NLKS
U+961F	NLO
U+9620	NLNJ
U+9621	NLHJ
U+9622	NLMU
U+9623	NLON
U+9624	NLPD
U+9625	NLE
U+9626	NLF
U+9627	NLYJ
U+9628	NLMSU
U+9629	NLHT
U+962A	NLHE
U+962B	NLMF
U+962C	NLYHN
U+962D	NLIHU
U+962E	NLMMU
U+962F	NLYLM
U+9630	NLPP
U+9631	NLTT
U+9632	NLYHS
U+9633	NLA
U+9634	NLB
U+9635	NLKQ
U+9636	NLOLL
U+9637	NLMYM
U+9638	NLISN
U+9639	NLGI
U+963A	NLHPM
U+963B	NLBM
U+963C	NLHS
U+963D	NLYR
U+963E	XNLOI
U+963F	NLMNR
U+9640	NLJP
U+9641	NLOPD
U+9642	NLDHE
U+9643	NLMOB
U+9644	NLODI
U+9645	NLMMF
U+9646	NLQU
U+9647	NLIKP
U+9648	NLKD
U+9649	NLNOM
U+964A	NLNIN
U+964B	NLMBV
U+964C	NLMA
U+964D	NLHEQ
U+964E	NLHJD
U+964F	NLKB
U+9650	NLAV
U+9651	NLMBL
U+9652	NLNMU
U+9653	NLKMS
U+9654	NLYVO
U+9655	NLKT
U+9656	NLICE
U+9657	NLFB
U+9658	NLMVM
U+9659	NLMMV
U+965A	NLMPM
U+965B	NLPPG
U+965C	NLKOO
U+965D	NLKOO
U+965E	NLHTG
U+965F	NLYLH
U+9660	NLIJB
U+9661	NLGYO
U+9662	NLJMU
U+9663	NLJWJ
U+9664	NLOMD
U+9665	NLNLA
U+9666	NLQKI
U+9667	NLAG
U+9668	NLRBO
U+9669	NLOMM
U+966A	NLYTR
U+966B	NLLMY
U+966C	NLSJE
U+966D	NLKMR
U+966E	NLOG
U+966F	NLOMB
U+9670	NLOII
U+9671	NLPFD
U+9672	NLHJM
U+9673	NLDW
U+9674	NLHHJ
U+9675	NLGCE
U+9676	NLPOU
U+9677	NLNHX
U+9678	NLGCG
U+9679	NLHTA
U+967A	XNLOM
U+967B	NLMWG
U+967C	NLJKA
U+967D	NLAMH
U+967E	NLMBK
U+967F	NLSKO
U+9680	NLHJG
U+9681	NLSAV
U+9682	NLOSI
U+9683	NLOMN
U+9684	NLAMO
U+9685	NLWLB
U+9686	NLHEM
U+9687	NLIHV
U+9688	NLWMV
U+9689	NLHXG
U+968A	NLTPO
U+968B	NLKMB
U+968C	NLYTA
U+968D	NLHAG
U+968E	NLPPA
U+968F	NLYKB
U+9690	NLNSP
U+9691	NLUMT
U+9692	NLTXC
U+9693	NLKMM
U+9694	NLMRB
U+9695	NLRBC
U+9696	NLHRF
U+9697	NLHI
U+9698	NLTCT
U+9699	NLFHF
U+969A	NLFBG
U+969B	NLBOF
U+969C	NLYTJ
U+969D	NLHAF
U+969E	NLGSK
U+969F	NLVVD
U+96A0	NLBSP
U+96A1	NLYHM
U+96A2	NLGGU
U+96A3	NLFDQ
U+96A4	NLLMC
U+96A5	NLNOT
U+96A6	NLSRJ
U+96A7	NLYTO
U+96A8	NLYKB
U+96A9	NLHBK
U+96AA	NLOMO
U+96AB	NLJTC
U+96AC	NLMFB
U+96AD	NLMBB
U+96AE	NLYX
U+96AF	NLGNI
U+96B0	NLAVF
U+96B1	NLBMP
U+96B2	XNLFH
U+96B3	NBOP
U+96B4	NLYBP
U+96B5	NLYTI
U+96B6	LE
U+96B7	GFLE
U+96B8	DFLE
U+96B9	OG
U+96BA	OBG
U+96BB	OGE
U+96BC	OGJ
U+96BD	OGNHS
U+96BE	EOG
U+96BF	IPOG
U+96C0	FOG
U+96C1	MOOG
U+96C2	ONOG
U+96C3	MTOG
U+96C4	KIOG
U+96C5	MHOG
U+96C6	OGD
U+96C7	HSOG
U+96C8	TOG
U+96C9	OKOG
U+96CA	PROG
U+96CB	OGLMS
U+96CC	YMPOG
U+96CD	YVHG
U+96CE	BMOG
U+96CF	NSOG
U+96D0	YPOG
U+96D1	KDOG
U+96D2	HROG
U+96D3	ODOG
U+96D4	OGOG
U+96D5	BROG
U+96D6	RIOG
U+96D7	JJOOG
U+96D8	BYTOE
U+96D9	OGE
U+96DA	TRRG
U+96DB	PUOG
U+96DC	YDOG
U+96DD	VUOG
U+96DE	BKOG
U+96DF	UOGB
U+96E0	OGIVG
U+96E1	SHOG
U+96E2	YBOG
U+96E3	TOOG
U+96E4	HBOG
U+96E5	OGOGG
U+96E6	XOGOG
U+96E7	OGOGD
U+96E8	MLBY
U+96E9	MBMMS
U+96EA	MBSM
U+96EB	MBMY
U+96EC	MBD
U+96ED	MBNHE
U+96EE	MBHQU
U+96EF	MBYK
U+96F0	MBCSH
U+96F1	MBYHS
U+96F2	MBMMI
U+96F3	MBMKS
U+96F4	MBYT
U+96F5	MBLBK
U+96F6	MBOII
U+96F7	MBW
U+96F8	MBTM
U+96F9	MBPRU
U+96FA	MBNIH
U+96FB	MBWU
U+96FC	MBMR
U+96FD	MBHFD
U+96FE	MBHES
U+96FF	MBLMO
U+9700	MBMBL
U+9701	MBYKL
U+9702	MBED
U+9703	MBELU
U+9704	MBFB
U+9705	MBYMR
U+9706	MBNKG
U+9707	MBMMV
U+9708	MBEJB
U+9709	MBOWY
U+970A	MBMMC
U+970B	MBJLV
U+970C	MBBGR
U+970D	MBOG
U+970E	MBYTV
U+970F	MBLMY
U+9710	MBENI
U+9711	MBEYR
U+9712	MIOIN
U+9713	MBHXU
U+9714	MBEYG
U+9715	MIPU
U+9716	MBDD
U+9717	MBEOI
U+9718	MBEBR
U+9719	MBTLK
U+971A	MBNHK
U+971B	MBNNN
U+971C	MBDBU
U+971D	MBRRR
U+971E	MBRYE
U+971F	MBETC
U+9720	MBYTN
U+9721	MBBIE
U+9722	MBBHV
U+9723	MBRBC
U+9724	MBHHW
U+9725	MBBMO
U+9726	MBDDH
U+9727	MBNHS
U+9728	MBSFI
U+9729	MBYDL
U+972A	MBEBG
U+972B	MBSMA
U+972C	MBWTC
U+972D	MBIVV
U+972E	MBETV
U+972F	MBNOT
U+9730	MBTBK
U+9731	MBNIB
U+9732	MBRMR
U+9733	MBNLM
U+9734	MILE
U+9735	MBRJI
U+9736	MBEYS
U+9737	MBAAH
U+9738	MBTJB
U+9739	MBSRJ
U+973A	MBHOK
U+973B	MBTWT
U+973C	MIOND
U+973D	MBYX
U+973E	MBBHG
U+973F	MBNHU
U+9740	MBTBO
U+9741	MBWWW
U+9742	MBMDM
U+9743	MBOGG
U+9744	MBYRV
U+9745	MILNC
U+9746	MIYLE
U+9747	MBYBP
U+9748	MBRRM
U+9749	MIBBE
U+974A	MBUJT
U+974B	MBEMM
U+974C	MBJMC
U+974D	MBOGF
U+974E	MBCHF
U+974F	XMBOG
U+9750	MWMWW
U+9751	QMBLM
U+9752	QMB
U+9753	QBBHU
U+9754	QBOMN
U+9755	MMQMB
U+9756	YTQMB
U+9757	QBFMU
U+9758	QBNAU
U+9759	QBNSD
U+975A	QBBUU
U+975B	QBJMO
U+975C	QBBSD
U+975D	QBOND
U+975E	LMYYY
U+975F	LYHQU
U+9760	HGRLY
U+9761	IDLMY
U+9762	MWYL
U+9763	MWR
U+9764	MWPRU
U+9765	MIKW
U+9766	MWBUU
U+9767	MWLMC
U+9768	MKMWL
U+9769	TLJ
U+976A	TJMN
U+976B	TJEI
U+976C	TJMJ
U+976D	TJSHI
U+976E	TJPI
U+976F	TJG
U+9770	TJMU
U+9771	TJSK
U+9772	TJOIN
U+9773	TJHML
U+9774	TJOP
U+9775	TJNG
U+9776	TJAU
U+9777	TJNL
U+9778	TJNHE
U+9779	TJOB
U+977A	TJDJ
U+977B	TJBM
U+977C	TJAM
U+977D	TJFQ
U+977E	TJPT
U+977F	TJVIS
U+9780	TJSHR
U+9781	TJDHE
U+9782	TJHD
U+9783	TJNI
U+9784	TJPRU
U+9785	TJLBK
U+9786	TJMOB
U+9787	TJWK
U+9788	TJOMR
U+9789	TJLMO
U+978A	TJGR
U+978B	TJGG
U+978C	JVTJ
U+978D	TJJV
U+978E	TJAV
U+978F	MNTLJ
U+9790	TJYMY
U+9791	TJYK
U+9792	TJHKL
U+9793	TJRMG
U+9794	TJNAU
U+9795	TJMLK
U+9796	TJBV
U+9797	OLOJ
U+9798	TJFB
U+9799	TJRB
U+979A	TJJCM
U+979B	TJYTR
U+979C	TJEA
U+979D	TJFBR
U+979E	TJHHJ
U+979F	TJYRD
U+97A0	TJPFD
U+97A1	TJQYT
U+97A2	TJPTD
U+97A3	TJNHD
U+97A4	GITLJ
U+97A5	TJOMT
U+97A6	TJHDF
U+97A7	TJTCW
U+97A8	TJAPV
U+97A9	TJFBN
U+97AA	NKTLJ
U+97AB	TJPYR
U+97AC	TJNKQ
U+97AD	TJOMK
U+97AE	TJAMO
U+97AF	TJTKD
U+97B0	TJABT
U+97B1	TJBHX
U+97B2	TJTTB
U+97B3	TJTOR
U+97B4	TJTHB
U+97B5	TJBVK
U+97B6	HETLJ
U+97B7	MRBJ
U+97B8	TJWTJ
U+97B9	TJYDL
U+97BA	TJFBG
U+97BB	TJLWV
U+97BC	TJLMC
U+97BD	TJHKB
U+97BE	TJTMJ
U+97BF	TJVII
U+97C0	TJIXF
U+97C1	TJMWM
U+97C2	TJNCR
U+97C3	TJYGQ
U+97C4	TJTOE
U+97C5	TJAVF
U+97C6	TJYMU
U+97C7	TJGWC
U+97C8	TJTWM
U+97C9	TJTIF
U+97CA	TJTAW
U+97CB	DMRQ
U+97CC	DQSHI
U+97CD	DQIKK
U+97CE	DQDJ
U+97CF	FQDMQ
U+97D0	DQOMR
U+97D1	FUDMQ
U+97D2	DQFB
U+97D3	JJDMQ
U+97D4	DQSMV
U+97D5	DQYRD
U+97D6	DQNHD
U+97D7	DQBJJ
U+97D8	DQPTD
U+97D9	AODMQ
U+97DA	DQTLJ
U+97DB	DQTHB
U+97DC	DQBHX
U+97DD	DQTTB
U+97DE	DQWOT
U+97DF	DQHAJ
U+97E0	DQWTJ
U+97E1	DQTMJ
U+97E2	DQJIP
U+97E3	DQWLI
U+97E4	DQTWI
U+97E5	DQGWC
U+97E6	QS
U+97E7	QSSHI
U+97E8	QSIKE
U+97E9	JJQS
U+97EA	AOQS
U+97EB	QSABT
U+97EC	QSBHX
U+97ED	LMMM
U+97EE	TLMM
U+97EF	JILSM
U+97F0	YELMM
U+97F1	OILMM
U+97F2	YXLMM
U+97F3	YTA
U+97F4	YAMLB
U+97F5	YAPIM
U+97F6	YASHR
U+97F7	YAUU
U+97F8	YAHEJ
U+97F9	YAHAG
U+97FA	YATLK
U+97FB	YARBC
U+97FC	YAYHJ
U+97FD	OWYTA
U+97FE	GEYTA
U+97FF	VLYTA
U+9800	YATOE
U+9801	MBUC
U+9802	MNMBC
U+9803	PMBC
U+9804	KNMBC
U+9805	MMBC
U+9806	LLLC
U+9807	MJMBC
U+9808	HHMBC
U+9809	YMMBC
U+980A	MGMBC
U+980B	XMUMB
U+980C	CIMBC
U+980D	JEMBC
U+980E	HLMBC
U+980F	YNMBC
U+9810	NNMBC
U+9811	MUMBC
U+9812	CHMBC
U+9813	PUMBC
U+9814	LWMBC
U+9815	YRMBC
U+9816	FQMBC
U+9817	DEMBC
U+9818	OIMBC
U+9819	XMMMB
U+981A	EGMBC
U+981B	QDMBC
U+981C	ORMBC
U+981D	YKMBC
U+981E	JVMBC
U+981F	HRMBC
U+9820	NUMBC
U+9821	GRMBC
U+9822	XXXMR
U+9823	SLMBC
U+9824	SLMBC
U+9825	LSLC
U+9826	YOMBC
U+9827	HRMBC
U+9828	SMMBC
U+9829	TTMBC
U+982A	FDMBC
U+982B	LMUOC
U+982C	KTMBC
U+982D	MTMBC
U+982E	ETMBC
U+982F	BTMBC
U+9830	KOMBC
U+9831	BIMBC
U+9832	NGMBC
U+9833	GCMBC
U+9834	PFMBC
U+9835	SRMBC
U+9836	XXHRM
U+9837	ORMBC
U+9838	MMMBC
U+9839	HUMBC
U+983A	HSMBC
U+983B	YHMBC
U+983C	DLMBC
U+983D	HNMBC
U+983E	HCYMP
U+983F	HPMBC
U+9840	OGMBC
U+9841	JOMBC
U+9842	DOMBC
U+9843	FFMBC
U+9844	NUMBC
U+9845	HBMBC
U+9846	WDMBC
U+9847	YJMBC
U+9848	PFMBC
U+9849	CMBC
U+984A	HJMBC
U+984B	WPMBC
U+984C	AOMBC
U+984D	JRMBC
U+984E	RSMBC
U+984F	YHMBC
U+9850	BJMBC
U+9851	IRMBC
U+9852	WBMBC
U+9853	UBMBC
U+9854	YHMBC
U+9855	ACMBC
U+9856	XHPMB
U+9857	UTMBC
U+9858	MFMBC
U+9859	EDMBC
U+985A	PCMBC
U+985B	JCMBC
U+985C	TBMBC
U+985D	BBMBC
U+985E	FKMBC
U+985F	SHMBC
U+9860	MFMBC
U+9861	YOMBC
U+9862	TBMBC
U+9863	IFMBC
U+9864	GUMBC
U+9865	AFMBC
U+9866	OFMBC
U+9867	HGMBC
U+9868	MCML
U+9869	OOMBC
U+986A	YHMBC
U+986B	YMMBC
U+986C	MBMBC
U+986D	TNMBC
U+986E	XJCMB
U+986F	AFMBC
U+9870	YCHHJ
U+9871	YTMBC
U+9872	FWMBC
U+9873	SJMBC
U+9874	TGMBC
U+9875	MBO
U+9876	MNMBO
U+9877	PMBO
U+9878	MJMBO
U+9879	MMBO
U+987A	LLLO
U+987B	HHMBO
U+987C	MGMBO
U+987D	XMUMB
U+987E	MUMBO
U+987F	PUMBO
U+9880	HLMBO
U+9881	CHMBO
U+9882	CIMBO
U+9883	YNMBO
U+9884	NNMBO
U+9885	YSMBO
U+9886	OIMBO
U+9887	DEMBO
U+9888	NMMBO
U+9889	GRMBO
U+988A	KTMBO
U+988B	NGMBO
U+988C	XORMB
U+988D	PEMBO
U+988E	XPFMB
U+988F	YOMBO
U+9890	SLMBO
U+9891	YHMBO
U+9892	ETMBO
U+9893	HNMBO
U+9894	ORMBO
U+9895	PFMBO
U+9896	PDMBO
U+9897	WDMBO
U+9898	AOMBO
U+9899	WBMBO
U+989A	RSMBO
U+989B	UBMBO
U+989C	YHMBO
U+989D	JRMBO
U+989E	SEMBO
U+989F	TBMBO
U+98A0	JCMBO
U+98A1	EDMBO
U+98A2	AFMBO
U+98A3	FFMBO
U+98A4	YMMBO
U+98A5	MBMBO
U+98A6	YOHWJ
U+98A7	TGMBO
U+98A8	HNHLI
U+98A9	HNHHH
U+98AA	MYHN
U+98AB	HNQO
U+98AC	HNMVH
U+98AD	HNYR
U+98AE	HNPRU
U+98AF	YTHNI
U+98B0	XHNIK
U+98B1	HNIR
U+98B2	HNMNN
U+98B3	HNHJR
